Abde,Ezzalzouli,Abde Ezzalzouli,Abde Ezzalzouli,#7,"Dec 17, 2001",Morocco,Beni Melal  ,"1,77 m",Morocco,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/724520-1636969902.jpg?lm=1,/real-betis-balompie/startseite/verein/,Morocco,right,15000000
Abde,Raihani,Abde Raihani,Abde Raihani,#21,"Feb 3, 2004",Spain,Barcelona  ,"1,87 m",Morocco,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/atletico-de-madrid-b/startseite/verein/,,right,300000
Abdelhamid,Sabiri,Abdelhamid Sabiri,Abdelhamid Sabiri,#77,"Nov 28, 1996",Morocco,Goulmima  ,"1,86 m",Morocco,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/340394-1697281158.png?lm=1,/al-fayha-fc/startseite/verein/,,right,2500000
Abdón,Prats,Abdón Prats,Abdon Prats,#9,"Dec 7, 1992",Spain,Artà  ,"1,81 m",Spain,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/177452-1696950061.jpg?lm=1,/rcd-mallorca/startseite/verein/,,left,2000000
Abdou,Diallo,Abdou Diallo,Abdou Diallo,#22,"May 4, 1996",France,Tours  ,"1,86 m",Senegal,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/229005-1663686714.jpg?lm=1,/al-arabi-sc/startseite/verein/,Senegal,left,10000000
Abdou,Harroui,Abdou Harroui,Abdou Harroui,#21,"Jan 13, 1998",Netherlands,Leiden  ,"1,82 m",Morocco,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/416386-1661514825.jpg?lm=1,/frosinone-calcio/startseite/verein/,,both,2700000
Abdoul Kader,Bamba,Abdoul Kader Bamba,Abdoul Kader Bamba,#12,"Apr 25, 1994",France,Sarcelles  ,"1,77 m",France,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/560725-1656083582.png?lm=1,/fc-nantes/startseite/verein/,,right,900000
Abdoulaye,Bamba,Abdoulaye Bamba,Abdoulaye Bamba,#25,"Apr 25, 1990",Cote d'Ivoire,Abidjan  ,"1,82 m",Cote d'Ivoire,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/62351-1588852339.jpg?lm=1,/angers-sco/startseite/verein/,,right,400000
Abdoulaye,Doucouré,Abdoulaye Doucouré,Abdoulaye Doucoure,#16,"Jan 1, 1993",France,Meulan-en-Yvelines  ,"1,83 m",Mali,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/127187-1687966805.jpg?lm=1,/everton-fc/startseite/verein/,,right,12000000
Abdoulaye,Kamara,Abdoulaye Kamara,Abdoulaye Kamara,#32,"Nov 6, 2004",Guinea,Conakry  ,"1,85 m",France,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/718232-1692013210.jpg?lm=1,/borussia-dortmund-ii/startseite/verein/,,right,1500000
Abdoulaye,Ousmane,Abdoulaye Ousmane,Abdoulaye Ousmane,,"Feb 22, 2000",France,Maubeuge  ,"1,83 m",Mauritania,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/losc-lille-b/startseite/verein/,,right,50000
Abdu,Conté,Abdu Conté,Abdu Conte,#12,"Mar 24, 1998",Guinea-Bissau,Bissau  ,"1,83 m",Portugal,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/337798-1522748269.jpg?lm=1,/estac-troyes/startseite/verein/,,,1500000
Abdul,Mumin,Abdul Mumin,Abdul Mumin,#16,"Jun 6, 1998",Ghana,Accra  ,"1,88 m",Ghana,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/451801-1631003939.jpg?lm=1,/rayo-vallecano/startseite/verein/,,right,1500000
Abdul Rahman,Baba,Abdul Rahman Baba,Abdul Rahman Baba,#21,"Jul 2, 1994",Ghana,Tamale  ,"1,79 m",Ghana,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/224884-1694780971.png?lm=1,/paok-thessaloniki/startseite/verein/,,left,1200000
,Abner,Abner,Abner,#20,"May 27, 2000",Brazil,Presidente Prudente  ,"1,81 m",Brazil,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/646402-1673511236.jpg?lm=1,/real-betis-balompie/startseite/verein/,,left,7000000
Achraf,Dari,Achraf Dari,Achraf Dari,#4,"May 6, 1999",Morocco,Casablanca  ,"1,88 m",Morocco,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/566823-1643125273.png?lm=1,/stade-brestois-29/startseite/verein/,,right,2000000
Achraf,Hakimi,Achraf Hakimi,Achraf Hakimi,#2,"Nov 4, 1998",Spain,Madrid  ,"1,81 m",Morocco,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/398073-1672304327.jpg?lm=1,/paris-saint-germain/startseite/verein/,Morocco,right,65000000
Achraf,Laâziri,Achraf Laâziri,Achraf Laaziri,#15,"Jul 8, 2003",Morocco,Hay Hassani  ,"1,77 m",Morocco,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/olympique-lyon/startseite/verein/,,left,250000
Adam,Armstrong,Adam Armstrong,Adam Armstrong,#9,"Feb 10, 1997",England,West Denton  ,"1,73 m",England,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/250426-1483630797.jpg?lm=1,/southampton-fc/startseite/verein/,,right,14000000
Adam,Buksa,Adam Buksa,Adam Buksa,#9,"Jul 12, 1996",Poland,Kraków  ,"1,93 m",Poland,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/267160-1695394254.png?lm=1,/antalyaspor/startseite/verein/,Poland,left,5000000
Adam,Forshaw,Adam Forshaw,Adam Forshaw,#29,"Oct 8, 1991",England,Liverpool  ,"1,75 m",England,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/s_121257_1148_2013_09_24_2.jpg?lm=1,/norwich-city/startseite/verein/,,right,1200000
Adam,Hlozek,Adam Hlozek,Adam Hlozek,#23,"Jul 25, 2002",Czech Republic,Ivančice  ,"1,88 m",Czech Republic,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/552057-1695368334.jpg?lm=1,/bayer-04-leverkusen/startseite/verein/,Czechia,right,18000000
Adam,Jakubech,Adam Jakubech,Adam Jakubech,#16,"Jan 2, 1997",Slovakia,Prešov  ,"1,88 m",Slovakia,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/258267-1666690835.jpg?lm=1,/losc-lille/startseite/verein/,,right,300000
Adam,Lallana,Adam Lallana,Adam Lallana,#14,"May 10, 1988",England,St Albans  ,"1,72 m",England,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/43530-1662663337.jpg?lm=1,/brighton-amp-hove-albion/startseite/verein/,,both,1200000
Adam,Marusic,Adam Marusic,Adam Marusic,#77,"Oct 17, 1992",Yugoslavia (Republic),Belgrade  ,"1,85 m",Montenegro,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/239802-1692962856.jpg?lm=1,/ss-lazio/startseite/verein/,Montenegro,right,8000000
Adam,Masina,Adam Masina,Adam Masina,#3,"Jan 2, 1994",Morocco,Khouribga  ,"1,91 m",Morocco,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/286949-1658130450.jpg?lm=1,/udinese-calcio/startseite/verein/,,left,2500000
Adam,Ounas,Adam Ounas,Adam Ounas,#11,"Nov 11, 1996",France,Chambray-lès-Tours  ,"1,72 m",Algeria,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/400485-1661764685.jpg?lm=1,/losc-lille/startseite/verein/,Algeria,left,7000000
Adam,Smith,Adam Smith,Adam Smith,#15,"Apr 29, 1991",England,London  ,"1,74 m",England,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/61841-1547728546.jpg?lm=1,/afc-bournemouth/startseite/verein/,,right,1200000
Adam,Webster,Adam Webster,Adam Webster,#4,"Jan 4, 1995",England,West Wittering  ,"1,90 m",England,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/212847-1681737411.jpg?lm=1,/brighton-amp-hove-albion/startseite/verein/,,right,25000000
Adama,Soumaoro,Adama Soumaoro,Adama Soumaoro,#5,"Jun 18, 1992",France,Fontenay-aux-Roses  ,"1,87 m",France,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/126673-1661350658.jpg?lm=1,/bologna-fc-1909/startseite/verein/,,right,3000000
Adama,Traoré,Adama Traoré,Adama Traore,#11,"Jan 25, 1996",Spain,L'Hospitalet de Llobregat  ,"1,78 m",Spain,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/204103-1685622835.jpg?lm=1,/fulham-fc/startseite/verein/,,right,10000000
Ademola,Lookman,Ademola Lookman,Ademola Lookman,#11,"Oct 20, 1997",England,London  ,"1,74 m",Nigeria,Attack - Second Striker,https://img.a.transfermarkt.technology/portrait/header/406040-1682076571.jpg?lm=1,/atalanta-bc/startseite/verein/,Nigeria,right,30000000
Adil,Aouchiche,Adil Aouchiche,Adil Aouchiche,#22,"Jul 15, 2002",France,Le Blanc-Mesnil  ,"1,81 m",France,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/569385-1611595027.jpg?lm=1,/sunderland-afc/startseite/verein/,,right,2200000
Adil,Rami,Adil Rami,Adil Rami,,"Dec 27, 1985",France,Bastia  ,"1,91 m",France,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/51118-1583118134.png?lm=1,/without-club/startseite/verein/,,right,250000
Adler,Nascimento,Adler Nascimento,Adler Nascimento,,"Nov 25, 2004",,,"1,83 m",Portugal,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/crystal-palace-u21/startseite/verein/,,right,0
Adnan,Januzaj,Adnan Januzaj,Adnan Januzaj,#25,"Feb 5, 1995",Belgium,Brussel  ,"1,86 m",Belgium,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/177847-1685115304.png?lm=1,/sevilla-fc/startseite/verein/,,left,4000000
Adnan,Kanuric,Adnan Kanuric,Adnan Kanuric,#13,"Aug 8, 2000",Austria,Linz  ,"1,94 m",Bosnia-Herzegovina,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/354017-1630991774.jpg?lm=1,/palermo-fc/startseite/verein/,,right,150000
Ado,Onaiwu,Ado Onaiwu,Ado Onaiwu,#45,"Nov 8, 1995",Japan,"Kamikawa, Saitama  ","1,80 m",Japan,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/308133-1548926945.jpg?lm=1,/aj-auxerre/startseite/verein/,,right,1500000
Adolfo,Gaich,Adolfo Gaich,Adolfo Gaich,#9,"Feb 26, 1999",Argentina,Córdoba  ,"1,90 m",Argentina,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/608469-1694956344.png?lm=1,/caykur-rizespor/startseite/verein/,,right,1800000
Adrià,Pedrosa,Adrià Pedrosa,Adria Pedrosa,#3,"May 13, 1998",Spain,Barcelona  ,"1,72 m",Spain,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/501418-1583506190.jpg?lm=1,/sevilla-fc/startseite/verein/,,left,5000000
,Adrián,Adrián,Adrian,#13,"Jan 3, 1987",Spain,Sevilla  ,"1,90 m",Spain,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/71271-1687166366.jpg?lm=1,/liverpool-fc/startseite/verein/,,right,800000
Adrian,Cannavaro,Adrian Cannavaro,Adrian Cannavaro,#28,"May 10, 2004",Italy,Napoli  ,,Italy,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/sassuolo-primavera/startseite/verein/,,right,100000
Adrián,Corral,Adrián Corral,Adrian Corral,#14,"Jan 5, 2003",Spain,Santander  ,"1,83 m",Spain,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/rayo-cantabria/startseite/verein/,,left,100000
Adrián,de la Fuente,Adrián de la Fuente,Adrian de la Fuente,#4,"Feb 26, 1999",Spain,El Escorial  ,"1,79 m",Spain,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/341263-1698879765.jpg?lm=1,/levante-ud/startseite/verein/,,right,800000
Adrián,Embarba,Adrián Embarba,Adrian Embarba,#10,"May 7, 1992",Spain,Madrid  ,"1,73 m",Spain,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/288318-1583506487.jpg?lm=1,/ud-almeria/startseite/verein/,,right,2500000
Adrian,Grbic,Adrian Grbic,Adrian Grbic,#77,"Aug 4, 1996",Austria,Wien  ,"1,88 m",Austria,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/167342-1540456985.jpg?lm=1,/fc-lorient/startseite/verein/,,both,1500000
Adrien,Hunou,Adrien Hunou,Adrien Hunou,#23,"Jan 19, 1994",France,Évry  ,"1,79 m",France,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/203507-1630778579.png?lm=1,/angers-sco/startseite/verein/,,right,1500000
Adrien,Louveau,Adrien Louveau,Adrien Louveau,#24,"Feb 1, 2000",France,Lille  ,"1,89 m",France,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/804817-1653403494.jpg?lm=1,/lks-lodz/startseite/verein/,,right,250000
Adrien,Rabiot,Adrien Rabiot,Adrien Rabiot,#25,"Apr 3, 1995",France,Saint-Maurice  ,"1,88 m",France,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/182913-1681462009.jpg?lm=1,/juventus-fc/startseite/verein/,France,left,40000000
Adrien,Tamèze,Adrien Tamèze,Adrien Tameze,#61,"Feb 4, 1994",France,Lille  ,"1,82 m",Cameroon,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/157507-1663672063.jpg?lm=1,/torino-fc/startseite/verein/,,right,6000000
Adrien,Thomasson,Adrien Thomasson,Adrien Thomasson,#28,"Dec 10, 1993",France,Bourg-Saint-Maurice  ,"1,75 m",France,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/215977-1673538425.jpg?lm=1,/rc-lens/startseite/verein/,,right,6000000
Adrien,Truffert,Adrien Truffert,Adrien Truffert,#3,"Nov 20, 2001",Belgium,Liège  ,"1,76 m",France,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/654539-1616684807.jpg?lm=1,/stade-rennais-fc/startseite/verein/,,left,18000000
Adrion,Pajaziti,Adrion Pajaziti,Adrion Pajaziti,,"Nov 16, 2002",England,London  ,"1,80 m",Albania,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/fulham-fc-u21/startseite/verein/,Albania U21,left,200000
Adu,Ares,Adu Ares,Adu Ares,#29,"Oct 12, 2001",Spain,Bilbao  ,"1,83 m",Spain,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/895480-1669413001.png?lm=1,/athletic-bilbao/startseite/verein/,,right,500000
Agustín,Álvarez,Agustín Álvarez,Agustin Alvarez,#19,"May 19, 2001",Uruguay,San Bautista  ,"1,77 m",Uruguay,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/812625-1654863388.jpg?lm=1,/us-sassuolo/startseite/verein/,,right,8000000
Agustín,Marchesín,Agustín Marchesín,Agustin Marchesin,#1,"Mar 16, 1988",Argentina,San Cayetano  ,"1,88 m",Argentina,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/54534-1606395064.png?lm=1,/celta-de-vigo/startseite/verein/,,right,1500000
Agustín,Rogel,Agustín Rogel,Agustin Rogel,#3,"Oct 17, 1997",Uruguay,Montevideo  ,"1,91 m",Uruguay,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/456535-1695045310.jpg?lm=1,/hertha-bsc/startseite/verein/,,right,1500000
Aihen,Muñoz,Aihen Muñoz,Aihen Munoz,#3,"Aug 16, 1997",Spain,Etxauri  ,"1,75 m",Spain,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/517842-1699007158.jpg?lm=1,/real-sociedad/startseite/verein/,,left,6000000
Aïman,Maurer,Aïman Maurer,Aiman Maurer,#20,"Sep 25, 2004",France,Neuilly-sur-Seine  ,"1,73 m",Morocco,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/860056-1679508382.jpg?lm=1,/clermont-foot-63/startseite/verein/,,right,800000
Aimar,Oroz,Aimar Oroz,Aimar Oroz,#10,"Nov 27, 2001",Spain,Pamplona  ,"1,77 m",Spain,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/634131-1686319690.jpg?lm=1,/ca-osasuna/startseite/verein/,,right,15000000
Aimar,Sher,Aimar Sher,Aimar Sher,,"Dec 20, 2002",Iraq,Kirkuk  ,"1,75 m",Sweden,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/579294-1664972912.jpg?lm=1,/without-club/startseite/verein/,,right,750000
Ainsley,Maitland-Niles,Ainsley Maitland-Niles,Ainsley Maitland-Niles,#98,"Aug 29, 1997",England,London  ,"1,80 m",England,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/285845-1520605666.jpg?lm=1,/olympique-lyon/startseite/verein/,,right,6000000
Aïssa,Laïdouni,Aïssa Laïdouni,Aissa Laidouni,#20,"Dec 13, 1996",France,Montfermeil  ,"1,84 m",Tunisia,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/233782-1691613970.jpg?lm=1,/1-fc-union-berlin/startseite/verein/,Tunisia,right,10000000
Aïssa,Mandi,Aïssa Mandi,Aissa Mandi,#23,"Oct 22, 1991",France,Châlons-en-Champagne  ,"1,84 m",Algeria,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/80293-1562248733.png?lm=1,/villarreal-cf/startseite/verein/,Algeria,right,2500000
Aitor,Fernández,Aitor Fernández,Aitor Fernandez,#13,"May 3, 1991",Spain,Arrasate  ,"1,82 m",Spain,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/118997-1683281584.jpg?lm=1,/ca-osasuna/startseite/verein/,,right,3000000
Aitor,Gismera,Aitor Gismera,Aitor Gismera,#23,"Feb 21, 2004",Spain,Getafe  ,,Spain,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/atletico-de-madrid-b/startseite/verein/,,,250000
Aitor,Paredes,Aitor Paredes,Aitor Paredes,#4,"Apr 29, 2000",Spain,Bilbao  ,"1,85 m",Spain,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/591916-1670009460.png?lm=1,/athletic-bilbao/startseite/verein/,,right,8000000
Aitor,Ruibal,Aitor Ruibal,Aitor Ruibal,#24,"Mar 22, 1996",Spain,Sallent de Llobregat  ,"1,76 m",Spain,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/378139-1583334036.jpg?lm=1,/real-betis-balompie/startseite/verein/,,right,5000000
Ajdin,Hrustić,Ajdin Hrustić,Ajdin Hrustic,#10,"Jul 5, 1996",Australia,Melbourne  ,"1,80 m",Australia,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/265625-1661799977.jpg?lm=1,/hellas-verona/startseite/verein/,,left,900000
Akim,Zedadka,Akim Zedadka,Akim Zedadka,#13,"May 30, 1995",France,Pertuis  ,"1,73 m",Algeria,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/327863-1625741792.jpg?lm=1,/losc-lille/startseite/verein/,,right,2500000
Alan,Do Marcolino,Alan Do Marcolino,Alan Do Marcolino,#14,"Mar 19, 2002",Gabon,Libreville  ,,Gabon,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/quevilly-rouen-metropole/startseite/verein/,Gabon,,200000
Alan,Virginius,Alan Virginius,Alan Virginius,#26,"Jan 3, 2003",France,Soisy-sous-Montmorency  ,"1,75 m",France,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/654415-1666690903.jpg?lm=1,/losc-lille/startseite/verein/,,right,4000000
Alassane,N'Diaye,Alassane N'Diaye,Alassane N'Diaye,,"Jun 14, 1991",France,Limoges  ,"1,80 m",France,midfield - Right Midfield,https://img.a.transfermarkt.technology/portrait/header/281704-1599225293.jpg?lm=1,/without-club/startseite/verein/,,right,150000
Alassane,Plea,Alassane Plea,Alassane Plea,#14,"Mar 10, 1993",France,Lille  ,"1,81 m",France,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/167329-1627997314.jpg?lm=1,/borussia-monchengladbach/startseite/verein/,,right,8000000
Alban,Lafont,Alban Lafont,Alban Lafont,#1,"Jan 23, 1999",Burkina Faso,Ouagadougou  ,"1,96 m",France,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/357117-1598265762.jpg?lm=1,/fc-nantes/startseite/verein/,,right,13000000
Albert Sambi,Lokonga,Albert Sambi Lokonga,Albert Sambi Lokonga,#28,"Oct 22, 1999",Belgium,Verviers  ,"1,83 m",Belgium,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/381967-1678466372.jpg?lm=1,/luton-town/startseite/verein/,,right,15000000
Alberth,Elis,Alberth Elis,Alberth Elis,#17,"Feb 12, 1996",Honduras,San Pedro Sula  ,"1,85 m",Honduras,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/281319-1583528185.jpg?lm=1,/fc-girondins-bordeaux/startseite/verein/,Honduras,right,2000000
Alberto,Basso Ricci,Alberto Basso Ricci,Alberto Basso Ricci,#14,"Jun 29, 2004",Italy,Cremona  ,,Italy,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/fc-lumezzane/startseite/verein/,,,100000
Alberto,Centis,Alberto Centis,Alberto Centis,#21,"Feb 13, 2004",Italy,Latisana  ,,Italy,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/arzignano-valchiampo/startseite/verein/,,left,75000
Alberto,del Moral,Alberto del Moral,Alberto del Moral,#6,"Jul 20, 2000",Spain,Villacañas  ,"1,85 m",Spain,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/villarreal-cf-b/startseite/verein/,,right,1000000
Alberto,Flores,Alberto Flores,Alberto Flores,#13,"Nov 10, 2003",Spain,Fuentes de Andalucía  ,"1,87 m",Spain,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/766552-1699472103.jpg?lm=1,/sevilla-atletico/startseite/verein/,,left,300000
Alberto,Grassi,Alberto Grassi,Alberto Grassi,#5,"Mar 7, 1995",Italy,Lumezzane  ,"1,83 m",Italy,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/197473-1695031303.jpg?lm=1,/fc-empoli/startseite/verein/,,right,2000000
Alberto,Marí,Alberto Marí,Alberto Mari,#22,"Jul 11, 2001",Spain,Alicante  ,"1,83 m",Spain,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/634105-1690382984.jpg?lm=1,/valencia-cf/startseite/verein/,,right,800000
Alberto,Moreno,Alberto Moreno,Alberto Moreno,#18,"Jul 5, 1992",Spain,Sevilla  ,"1,71 m",Spain,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/207917-1687268193.jpg?lm=1,/villarreal-cf/startseite/verein/,,left,2000000
Alberto,Perea,Alberto Perea,Alberto Perea,#22,"Dec 19, 1990",Spain,Albacete  ,"1,75 m",Spain,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/s_99559_367_2013_10_16_1.jpg?lm=1,/granada-cf/startseite/verein/,,right,1000000
Alberto,Quintana,Alberto Quintana,Alberto Quintana,#26,"Oct 5, 2001",Spain,Villanueva del Trabuco  ,"1,86 m",Spain,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/real-valladolid-cf/startseite/verein/,,right,100000
Albin,Ekdal,Albin Ekdal,Albin Ekdal,#8,"Jul 28, 1989",Sweden,Stockholm  ,"1,86 m",Sweden,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/49275-1657779249.jpg?lm=1,/spezia-calcio/startseite/verein/,Sweden,right,800000
Aleix,García,Aleix García,Aleix Garcia,#14,"Jun 28, 1997",Spain,Ulldecona  ,"1,73 m",Spain,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/261504-1699631336.jpg?lm=1,/girona-fc/startseite/verein/,Spain,right,10000000
Aleix,Garrido,Aleix Garrido,Aleix Garrido,#10,"Feb 22, 2004",Spain,Ripoll  ,"1,70 m",Spain,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/709966-1680266558.jpg?lm=1,/fc-barcelona-atletic/startseite/verein/,,right,300000
